代码,名称,市盈率,市净率,股息率,历史ROE,近三年ROE,近五年ROE,市值
sz000027,深圳能源,24.75,0.93,1.28,12.21,6.75,4.21,246.99
sh600583,海油工程,137.8,1.09,0.9,16.41,9.39,2.73,246.71
sz002294,信立泰,18.02,3.52,3.4,32.85,27.92,26.02,245.81
sh600497,驰宏锌锗,42.22,1.67,0.62,14.16,-0.06,-0.94,245.4
sz002812,恩捷股份,34.72,6.07,2.12,18.9,14.53,11.81,245.32
sz000825,太钢不锈,6.34,0.8,5.65,10.75,5.43,13.77,244.94
sh600536,中国软件,212.39,11.7,0.09,15.35,3.73,4.61,244.81
sh603939,益丰药房,52.86,5.81,0.46,16.22,14.72,11.14,244.55
sz300761,立华股份,0,0,0,37.15,18.58,18.58,243.5
sh600528,中铁工业,15.89,1.5,1.74,11.27,7.96,9.43,242.15
sh600754,锦江股份,21.07,1.86,2.22,7.92,8.08,7.47,241.78
sh601099,太平洋,-24.81,2.35,0.28,4.08,4.5,-1.71,241.3
sh600779,水井坊,37.45,11.61,1.26,10.43,10.16,24.19,240.85
sh600704,物产中大,9.7,0.97,3.59,10.28,11.48,12.15,239.88
sh600426,华鲁恒升,8.16,1.88,1.02,15.23,15.9,17.87,238.79
sh603501,韦尔股份,162.08,13.84,0.09,24.68,17.48,14.33,238.24
sh603799,华友钴业,34.53,3.16,1.74,10.49,11.75,20.66,238.22
sh600648,外高桥,22.69,2.21,0.95,5.19,7.88,7.85,237.97
sh600339,中油工程,22.66,1.02,0.87,3.74,0.06,3.85,237.84
sz000402,金融街,7.12,0.73,3.78,17.28,10.7,10.61,237.32
sh601699,潞安环能,8.4,0.94,3.62,21.5,7.64,10.7,236.92
sz300759,康龙化成,0,0,0,15.68,15.68,15.68,235.94
sh600959,江苏有线,41.17,1.09,0,7.18,6.92,5.55,235.18
sz300014,亿纬锂能,33.74,6.25,0.36,20.69,14.51,16.59,235.09
sh600376,首开股份,7.35,0.76,6.59,10.06,10.64,9.42,235
sz002195,二三四五,14.73,2.4,0.57,16.43,11.71,13.37,234.59
sh603228,景旺电子,28.08,5.1,1.29,36.58,30.22,25.95,233.12
sz002223,鱼跃医疗,30.61,4.05,0.65,23.47,15.29,13.12,232.67
sz300136,信维通信,22.8,5.94,0.34,28.81,26.5,33.41,232.29
sh600155,华创阳安,66.74,1.53,0.17,-172.92,-427.9,-1.6,232.23
sh600350,山东高速,7.61,0.83,3.69,11.13,11.68,11.2,231.9
sz002507,涪陵榨菜,33,8.82,0.51,17.36,19.27,23.8,231.68
sh601333,广深铁路,31.71,0.79,2.45,5.14,3.39,3.5,230.92
sh601865,福莱特,0,0,0,13,13,13,230.69
sz002456,欧菲光,-21.48,2.76,0.54,13.73,7.92,4.9,230.05
sz002500,山西证券,58.57,1.83,1.11,11.63,7.01,2.96,229.69
sz002065,东华软件,27.78,2.46,1.36,21.18,12.5,8.83,229.61
sz002797,第一创业,67.18,2.59,0.31,6.99,8.46,4.55,229.06
sh603233,大参林,40.18,7.09,1.05,41.18,37.35,26.9,228.49
sh600909,华安证券,26.17,1.77,0.95,9.58,13.07,6.12,228.49
sh600298,安琪酵母,27.97,4.99,1.26,14.58,15.28,20.52,228.35
sz300308,中际旭创,39.7,3.56,0.08,16.74,5.33,8.03,228.2
sh601106,中国一重,181.35,2.08,0,-1.49,-11.54,-15.38,227.68
sz000401,冀东水泥,11.3,1.62,0,6.94,-0.68,3.99,227.6
sh601098,中南传媒,17.88,1.65,4.74,14.14,13.33,11.99,227.55
sh603986,兆易创新,63.97,11.37,0.49,24.41,25.48,23.23,227.32
sh601118,海南橡胶,45.5,2.31,0,4.27,-2.31,-0.05,226.81
sz002439,启明星辰,44.26,6.39,0.2,14.48,14.51,15.05,226.68
sh600415,小商品城,40.17,1.87,1.95,14.01,9.23,11.3,225.89
sz000539,粤电力A,39.04,0.93,1.86,11.38,7.71,3.06,225.76
sh603858,步长制药,11.45,1.62,6.35,33.89,28.46,15.81,225.22
sh600612,老凤祥,18.02,3.42,2.45,15.51,22.97,21.07,224.26
sh600167,联美控股,14.89,3.26,2.05,10.1,21.18,22.64,223.71
sh600161,天坛生物,42.11,6.38,0.78,16.89,15.09,22.86,223.53
sh603885,吉祥航空,18.57,2.27,1.84,26.47,22.21,17.08,223.01
sh600578,京能电力,18.83,0.95,1.82,11.5,9.86,4.76,221.97
sh600277,亿利洁能,24.75,1.47,0,3.53,3.28,4.02,221.85
sz000301,东方盛虹,19.54,1.67,1.82,6.5,6.41,6.68,220.79
sz002124,天邦股份,-23.44,10.77,0.53,14.56,8.48,6.35,220.21
sz002353,杰瑞股份,31.81,2.58,0.52,25.48,5.7,3.31,220.11
sh600021,上海电力,7.43,1.36,2.39,7.73,12.05,11.37,219.32
sz000729,燕京啤酒,118.67,1.68,0.26,7.09,3.18,1.7,219
sh600699,均胜电子,13.97,1.73,0.43,5.02,10.23,7.63,218.53
sh600548,深高速,6.21,1.22,3,10.13,15.23,14.36,218.08
sz002203,海亮股份,22.73,2.73,0.54,16.44,13.94,14.02,217.86
sz000750,国海证券,118.14,1.57,1.17,0.65,8.08,3.62,216.68
sz000813,德展健康,24.71,4,0,2.3,31.73,24.55,215.85
sz000967,盈峰环境,20.08,1.47,1.32,3.98,7.24,8.3,215.72
sh603000,人民网,86.71,7.26,0.23,19.23,7.76,4.85,215.39
sz002268,卫士通,169.82,4.97,0.19,13.2,8.63,6.16,215.12
sz000550,江铃汽车,-587.5,2.07,10.58,16.16,11.57,5.69,215.11
sh601611,中国核建,21.04,1.76,0.61,15.4,13.12,10.33,214.99
sz300766,每日互动,0,0,0,21.46,21.46,21.46,214.85
sh600132,重庆啤酒,51.66,17.38,1.81,13.75,15.98,26.55,213.92
sz002821,凯莱英,46.51,8.16,0.38,17.09,18.83,20.31,212.49
sh600820,隧道股份,10.49,1,2.69,9.52,9.86,9.79,210.65
sh600460,士兰微,129.57,6.1,0.25,9.93,4.89,5.23,210.59
sz002670,国盛金控,2602.73,1.77,0.09,11.84,4.43,2.48,210.54
sh601958,金钼股份,53.04,1.6,0.62,17.03,1.19,1.41,209.41
sh600572,康恩贝,29.4,3.77,1.91,15.05,14.73,13.4,209.38
sz300699,光威复材,46.53,6.92,0.75,10.86,12.52,13.98,208.64
sz002465,海格通信,47.93,2.46,0.89,15.05,7.4,5.72,208.32
sz000686,东北证券,28.29,1.35,1.12,12.48,10.99,5.19,208.3
sz002625,光启技术,310.51,2.74,0.11,18.92,6.09,4.6,208.13
sz000732,泰禾集团,6.33,0.97,1.32,13.24,16.22,12.65,208.07
sz300296,利亚德,15.9,2.57,1.35,21.66,20.18,20.74,206.99
sh600160,巨化股份,9.88,1.6,1.33,11.46,6.65,9.6,206.99
sz300741,华宝股份,17.32,2.23,0.6,20.83,20.83,19.82,206.44
sz300251,光线传媒,-39.07,2.4,2.84,18.76,11.6,12.63,206.23
sz002925,盈趣科技,25.87,5.31,1.78,58.36,58.58,59.31,206.2
sh600739,辽宁成大,16.71,0.98,1.34,15.95,5.25,5.51,205.75
sh601966,玲珑轮胎,16.55,2.05,1.53,17.92,15.49,14.07,205.44
sz000975,银泰资源,28.65,2.41,1.93,5.4,7.21,7.37,205.28
sz300253,卫宁健康,64.04,6.17,0.12,24.31,16.72,16.05,205.14
sz000932,华菱钢铁,3.24,1.1,0,6.25,9.93,27.58,205.06
sh601326,秦港股份,35.34,1.46,3.05,11.86,8.89,5.61,205.06
sh600008,首创股份,27.17,1.15,2.23,9.52,7.33,5.99,203.54
sh603379,三美股份,0,0,0,54.76,54.76,54.76,203.2
sz300207,欣旺达,28.21,3.66,1.52,15.62,17.86,19.23,203.06
sh600338,西藏珠峰,24.93,8.86,1.94,21.5,49.63,60.1,201.78
sh600549,厦门钨业,45.55,2.79,1.4,13.41,3.88,6.19,201.68
sh601375,中原证券,137.82,1.99,0.87,7.45,9.15,4.6,201.19
sz000869,张裕A,19.68,2,1.71,21.14,12.86,11.97,200.64
sh600598,北大荒,20.88,2.96,2.39,12.06,13.73,13.92,200.52
sz300072,三聚环保,-258.21,2.17,1.17,20.67,24.44,23.01,200.5
sz000983,西山煤电,10.64,0.97,0.63,14.38,4.79,7.12,200.42
sz000792,*ST盐湖,-5.82,1.22,0,15.73,-4.49,-11.06,200.04
sh601928,凤凰传媒,14.47,1.46,1.91,11.63,10.66,10.16,199.77
sh601799,星宇股份,30.64,4.39,1.33,19.46,13.65,13.26,199.16
sh603517,绝味食品,29.44,5.96,1,24.31,26.06,24.94,197.62
sz300418,昆仑万维,16.63,3.33,0.51,30.44,20.45,16.59,197.44
sz000581,威孚高科,8.58,1.19,6.13,13.7,15.18,15.84,197.35
sz000623,吉林敖东,15.72,0.9,1.77,15.45,10.56,7.84,197.25
sh600320,振华重工,42.98,1.29,1.34,7.48,1.82,2.11,197.04
sh600315,上海家化,31.6,3.24,0.61,15.86,18.7,6.82,196.88
sh600737,中粮糖业,54.71,2.47,1.85,2.54,5.52,8.59,196.77
sz000830,鲁西化工,7.53,1.77,2.24,10.49,14.53,20.84,196.58
sz000028,国药一致,16.13,1.65,0.65,16.02,13.41,12.84,196.47
sz002191,劲嘉股份,25.44,2.91,2.25,22.06,14.69,12.07,196.29
sh601179,中国西电,40.7,0.99,1.39,9.59,4.5,4.57,195.3
sz300001,特锐德,123.11,6.17,0.26,23.23,9.25,8.47,195.02
sz002572,索菲亚,20.2,4.34,2.14,31.21,21.04,21.72,194.47
sz000959,首钢股份,8.93,0.75,0,7.81,3.09,6.55,194.12
sh603806,福斯特,22.37,3.36,1.62,42.94,15.79,15.05,193.62
sh603816,顾家家居,18.94,3.82,2.15,43.1,36.36,27.49,192.46
sh600392,盛和资源,78.02,3.66,0.28,23.05,5.87,3.74,190.61
sz002340,格林美,25.94,1.89,0.57,12.37,6.13,7.04,190.53
sh601128,常熟银行,12.18,1.3,2.37,14.66,13.03,12.35,190.44
sh600635,大众公用,32.99,2.43,0.93,8.61,7.92,7.48,189.84
sh600901,江苏租赁,14.46,1.66,1.9,15.82,15.84,15.53,188.76
sh600466,蓝光发展,7.8,1.16,1.58,5.13,13.31,13.25,188.6
sh600022,山东钢铁,11.51,0.93,0,9.36,1.87,6.23,188.28
sz002831,裕同科技,19.58,3.26,2.8,27.9,29.8,24.45,188.05
sz000089,深圳机场,27.4,1.59,1.2,10.15,5.28,5.77,187.24
sh603707,健友股份,41.3,7.26,0.44,13.3,14.55,19.85,186.6
sz002690,美亚光电,40.04,7.86,1.81,21.97,17.3,17.77,186.37
sh600748,上实发展,27.15,1.84,0.48,8.53,9.36,7.43,186.3
sh600745,闻泰科技,115.25,5.11,0.07,-25.9,1.57,4.11,185.76
sh600373,中文传媒,11.12,1.34,2.98,9.69,12.52,12.59,185.2
sh600707,彩虹股份,-75.63,0.92,0,-5.96,-16.16,-5.82,185.16
sz000960,锡业股份,20.53,1.52,0,5.24,-0.79,5.77,184.73
sh600967,内蒙一机,30.2,2.14,0.29,9.35,7.53,7.38,184.34
sh601068,中铝国际,57.29,1.79,0,11.74,7.95,7.77,183.46
sh601608,中信重工,153.77,2.55,0.14,8.49,-2.49,-6.01,182.69
sh600521,华海药业,224.15,4.34,1.37,17.34,10.09,9.6,182.12
sz000921,海信家电,12.04,2.34,3.3,36.22,23.26,26.38,181.92
sz002092,中泰化学,8.3,0.95,1.77,13.59,9.35,14.09,181.8
sz000503,国新健康,-101.39,15.69,0,5.83,-1.49,-3.71,181.38
sz000559,万向钱潮,25.9,3.32,3.05,13.74,18.18,17.66,180.61
sh603486,科沃斯,38.87,6.96,0,24.86,23.48,22.6,180.04
sh600258,首旅酒店,21.03,2.18,0.44,11.26,10.3,10.94,179.92
sh600584,长电科技,-18.13,1.49,0.22,8.89,1.04,-0.6,179.68
sz000778,新兴铸管,8.79,0.85,3.33,12.72,5.41,6.19,179.59
sh600879,航天电子,40.44,1.5,0,10.19,5.16,4.91,179.2
sh600827,百联股份,20.09,1.01,1.79,8.74,6.29,5.33,179.13
sh600649,城投控股,19.03,0.93,3.54,9.15,11.18,8.06,178.84
sh603883,老百姓,38.49,5.49,1.6,18.39,16.72,15.68,178.55
sh601005,重庆钢铁,11.23,0.95,0,-103.34,-330.04,-521.65,178.37
sh600126,杭钢股份,9.52,0.94,0,11.08,3.6,9.6,178.32
sh600201,生物股份,28.9,3.48,1.95,13.89,23.18,20.61,178.24
sh603568,伟明环保,22.43,5.38,0.96,21.69,23.64,23.74,178.19
sh600511,国药股份,12.41,1.87,1.93,18.1,18.35,16.89,178.18
sz002174,游族网络,18.56,3.76,0.38,27.35,35.62,22.95,178.14
sz002463,沪电股份,26.79,4.24,0.49,10.25,5.01,8.42,177.51
sz000429,粤高速A,10.49,1.77,5.97,9.17,13.9,16.75,177.3
sz002078,太阳纸业,8.86,1.37,1.46,18.6,15.12,18.77,177.26
sh600823,世茂股份,7.33,0.74,1.27,10.61,10.48,9.95,177.06
sz002727,一心堂,31.22,4.36,0.97,22.17,15.89,14.82,176.41
sz000997,新大陆,27.56,3.16,0.47,10.31,16.72,16.94,176.25
sh600094,大名城,26.19,1.43,0.84,11.62,9.68,9.92,176
sh600446,金证股份,-110.42,11.07,0.15,17.78,12.61,6.31,175.76
sh603077,和邦生物,41.22,1.63,1.01,11.57,6.56,4.13,175.74
sh600486,扬农化工,18.52,3.54,0.99,15.08,16.79,16.74,175.65
sz000563,陕国投A,40,1.66,0.45,7.43,6.94,4.95,175.61
sz000878,云南铜业,96.88,2.23,0,4.23,2.3,3.23,175.58
sh600317,营口港,15.93,1.47,0.92,7.8,5.91,6.28,175.42
sh600273,嘉化能源,15.29,2.65,2.66,11.18,22.18,18.64,175.22
sh600885,宏发股份,25.38,3.82,1.7,-14.72,17.5,17.62,175.02
sz000839,中信国安,8.73,1.87,1.12,8.31,8.01,10.64,174.82
sh600623,华谊集团,10.51,0.94,1.2,5.45,6.73,5.58,174.74
sz002281,光迅科技,54.61,5.03,0.66,16.45,9.75,10.48,174.13
sh601718,际华集团,-84.25,0.96,4.29,10.8,6.38,4.41,173.91
sz002583,海能达,36.14,2.91,0.26,15.01,8,8.64,173.8
sh601000,唐山港,10.38,1.07,2.74,11.69,10.06,10.98,173.04
sh600166,福田汽车,-5.98,1.13,0.19,9.78,-2.35,-5.74,172.76
sz002941,新疆交建,49.68,7.77,0,13.99,13.99,16.58,172.02
sz002217,合力泰,13.2,1.5,0.69,34.75,11.81,13.19,171.71
sh601003,柳钢股份,4.34,1.57,7.47,19.65,16.24,33.89,171.45
sz300747,锐科激光,40.79,8.03,0,32.99,32.99,47.35,171.42
sz000408,藏格控股,12.8,2.15,0,4.57,31.77,19.39,171.27
sh600728,佳都科技,39.83,4,0.29,-47.58,8.48,6.41,170.78
sh600325,华发股份,7.55,1.11,3.72,12.92,11.39,12.82,170.68
sh600098,广州发展,22.85,1.02,1.61,10.65,6.27,4.41,169.57
sz000761,本钢板材,17.69,0.87,1.14,5.18,0.25,7.94,169.35
sh600782,新钢股份,2.93,0.86,1.69,9.4,15.67,24.14,169.32
sz002595,豪迈科技,21.52,3.76,1.77,24.03,20.63,19.57,169.28
sz000060,中金岭南,19.45,1.61,5.27,13.4,7.23,8.47,169.2
sz002414,高德红外,124.06,5.01,0.08,13.51,2.74,2.76,169.2
sz300616,尚品宅配,34.65,5.58,1.18,29.6,25.62,23.43,168.94
sh603444,吉比特,21.55,5.4,1.11,51.51,49.6,45.51,168.71
sh600863,内蒙华电,17.65,1.22,1.03,7.64,7.23,5.47,168.43
sh603338,浙江鼎力,32.63,6.19,0.59,25.76,21.01,19.89,166.9
sz002648,卫星石化,15.94,2.02,0.56,24.73,5.57,13.35,166.87
sz002867,周大生,19.83,3.99,1.76,26.86,25.18,23.96,166.46
sz002440,闰土股份,13.13,2.02,3.11,20.47,15.96,14.15,166.36
sh600835,上海机电,13.09,1.5,2.97,11.35,16.05,14.38,165.48
sh600643,爱建集团,13.26,1.66,1.18,3.66,11.18,11.78,165.11
sh601019,山东出版,11.01,1.67,2.79,25.77,22.55,20.61,164.66
sh600639,浦东金桥,16.5,1.72,1.77,7.9,8.24,8.86,164.55
sz002242,九阳股份,21.33,4.07,3.27,30.3,19.59,20.15,164.29
sz300009,安科生物,60.69,6.18,0.96,16.26,16.5,16.49,163.85
sh600380,健康元,21.02,1.62,2.13,13.76,13.89,17.29,163.76
sz000488,晨鸣纸业,9.25,0.65,10.68,9.28,8.87,11.18,163.24
sz000738,航发控制,60.73,3,0.25,0.15,4.39,4.53,163.02
sh600567,山鹰纸业,5.32,1.2,3.75,9.67,11.88,18.02,162.75
sz300012,华测检测,47.88,5.89,0.25,22.83,9.86,7.26,162.6
sh603868,飞科电器,19.46,5.88,4.03,53.07,43.15,35.73,162.26
sz002038,双鹭药业,27.49,3.44,2.11,22.67,15.89,12.68,162.12
sz300558,贝达药业,91.89,7.2,0.37,48.14,33.03,17.92,161.48
sz002424,贵州百灵,28.24,4.01,0.7,20.33,16.17,16.64,161.3
sz002080,中材科技,16.09,1.47,2.4,11.29,8.07,8.02,161.1
sz002310,东方园林,12.21,1.29,1.09,24.98,14.95,17.57,160.86
sh603317,天味食品,0,0,0,25.89,25.89,25.89,160.84
sh601139,深圳燃气,15.73,1.72,2.68,13.1,11.43,11.05,160.82
sz002152,广电运通,23.56,1.79,3,23.8,14.36,9.86,160.44
sz300271,华宇软件,31.56,3.71,0.25,21.66,15.09,15.06,159.98
sz300357,我武生物,64.64,14.37,1.31,22.77,23.36,24.4,159.69
sz002019,亿帆医药,28.52,2.36,3.03,18.69,21.74,20.35,159.56
sh603712,七一二,69.19,7.04,0.15,13.96,12.72,11.49,159.11
sz300459,金科文化,19.81,2.25,0.25,11.42,8.71,8.43,158.88
sz002074,国轩高科,25.57,1.82,0.72,16.8,21.52,18.33,158.79
sh603882,金域医学,59.61,8.14,0.24,18.94,15.95,14.74,158.7
sz002221,东华能源,14.57,1.82,0.49,11.29,11.79,13.1,158.38
sz002419,天虹股份,17.18,2.3,3.42,24.89,14.55,12.16,158.08
sh601615,明阳智能,0,0,0,10.05,10.05,10.05,157.7
sh600266,北京城建,6.8,0.64,2.79,11.41,8.36,6.85,157.33
sh600718,东软集团,181.95,1.81,0.71,11.08,10.49,13.59,156.41
sz000800,一汽轿车,110.08,1.92,0.21,6.36,-0.75,-2.04,155.59
sh600873,梅花生物,14.19,1.65,6.6,4.93,9.51,12.06,155.41
sh601811,新华文轩,16,1.73,2.38,11,10.4,10.33,155.22
sh603225,新凤鸣,10.86,1.85,2,16.47,20.64,24.98,155.1
sz002745,木林森,21.39,1.6,2.65,22.98,15.64,10.86,155.05
sz300316,晶盛机电,27.04,3.7,0.83,37.62,9.23,12.11,154.93
sh600282,南钢股份,4.04,0.95,1.43,10.41,8.47,24.02,154.87
sz002461,珠江啤酒,40.91,1.88,1.43,3.25,2.95,3.48,154.71
sz000826,启迪桑德,29.32,1.06,3.71,9.17,12.88,10.35,154.22
sh600500,中化国际,18.46,1.33,1.35,12.13,5.82,5,153.93
sh600755,厦门国贸,6.26,0.64,2.36,10.94,11.95,12.83,153.84
sz002302,西部建设,40.08,2.35,0.58,12.29,6.63,4.95,153.38
sz300180,华峰超纤,55.86,2.94,0.37,12.22,6.64,5.63,153.11
sz300274,阳光电源,19.66,1.93,0.76,18.77,13.7,13.04,152.96
sh600903,贵州燃气,82.43,5.79,0.09,6.21,6.79,6.76,152.52
sh600056,中国医药,9.96,1.72,2.56,12.29,15.09,17.5,152.15
sz300098,高新兴,27.52,2.65,0.46,15.57,10.9,9.99,152.1
sz300168,万达信息,61.81,3.87,0.28,13.3,11.47,10.69,151.5
sz002002,鸿达兴业,27.54,2.41,1.88,6.1,16.66,18.62,151.18
sh600037,歌华有线,19.57,1.14,1.66,9.91,7.19,5.85,151.01
sz002408,齐翔腾达,19.28,2.01,1.41,20.62,9.42,11.47,150.72
sh600410,华胜天成,-291.44,3.1,0.46,15.22,1.51,0.39,150.58
sz000690,宝新能源,23.58,1.65,0.43,14.14,10.12,5.33,150.35
sz002387,维信诺,-93.38,1.03,0,5.13,-10.89,1.94,150.17
sz002547,春兴精工,381.34,5.5,0,12.54,3.73,-0.98,149.81
sh600507,方大特钢,5.27,3.14,15.49,20.17,35.77,51.45,149.77
sz002640,跨境通,25.68,1.99,0.55,19.27,10.53,13.22,149.57
sh600582,天地科技,15.15,0.94,1.39,20.54,8.85,6.53,148.99
sz002603,以岭药业,25.78,1.91,0.81,16.7,8.93,9,148.74
sz002051,中工国际,12.32,1.6,2.91,17.86,17.81,17.55,148.56
sh603056,德邦股份,26.81,3.72,1.11,23.29,20.33,18.2,147.84
sh600783,鲁信创投,68.79,4.13,0.25,6.81,6.61,5.62,147.76
sz002470,金正大,89.23,1.38,1.78,18.76,11.61,8.09,147.75
sh600079,人福医药,-6.21,1.3,1.48,8.96,4.38,0.84,146.61
sz002128,露天煤业,7.06,1.11,3.35,26.93,11.47,14.66,146.44
sz300768,迪普科技,0,0,0,20.97,20.97,20.97,146.4
sh600120,浙江东方,16.12,1.5,0.78,12.11,10.78,8.9,145.94
sh600093,易见股份,18.22,2,2.79,4.24,10.75,11.55,145.81
sz002131,利欧股份,-7.94,1.86,0.5,14.02,2.07,-3.9,145.67
sh601168,西部矿业,-6.74,1.61,1.64,13.09,-2.53,-5.16,145.6
sz000582,北部湾港,20.29,1.54,1.29,5.82,9.7,7.93,145.32
sz000681,视觉中国,42.88,4.93,0.2,6.9,13.55,11.19,145.3
sh603198,迎驾贡酒,17.96,3.09,3.86,21.8,18.06,17.72,145.12
sh600007,中国国贸,17.69,2.02,2.23,8.43,11.17,11.18,144.75
sh600839,四川长虹,46.59,1.1,0.38,0.63,-1.01,3.21,144.49
sz000937,冀中能源,17.56,0.71,2.46,14.52,2.69,3.8,143.82
sz000062,深圳华强,21.45,3,2.55,10.79,14.69,12.18,143.39
sh600864,哈投股份,48.48,1.07,1.47,6.87,4.11,1.85,143.38
sh600811,东方集团,21.62,0.69,0.55,6.8,5.68,4.02,142.64
sh600708,光明地产,11.16,1.04,3.14,13.53,13.54,15.01,141.96
sz300027,华谊兄弟,-9.78,1.67,0.59,23.4,7.86,1.74,141.42
sh600667,太极实业,23.98,2.15,1.49,3.16,5.7,7.68,141.33
sz002138,顺络电子,30.67,3.36,1.14,17.66,11.96,12.1,141.27
sz000537,广宇发展,6.59,1.25,1.72,9.68,17.57,19.47,141.18
sh600348,阳泉煤业,7.05,0.64,3.5,16.66,6.47,8.73,140.93
sh600435,北方导航,249.56,6.61,0.27,6.57,2,2.23,140.15
sh600775,南京熊猫,94,4.02,0.46,3.71,4.18,3.87,140
sh600545,卓郎智能,17.31,2.94,0.14,13.39,20.16,25.07,139.69
sh600062,华润双鹤,13.95,1.7,0.73,12.47,11.71,11.91,139.17
sh601588,北辰实业,7.6,0.87,2.66,5.72,6.83,7.89,139.06
sz000988,华工科技,42.95,2.41,0.22,7.42,6.67,7.36,138.66
sz300188,美亚柏科,48.66,5.22,1.15,22.84,12.57,12.08,138.06
sz002382,蓝帆医疗,35.84,1.75,1.4,16.53,11.67,12.34,137.76
sh601519,大智慧,137.32,9.63,0,13.24,-13.51,-19.56,137.55
sz000012,南玻A,32.28,1.49,1.04,9.2,8.43,8.55,137.44
sz002233,塔牌集团,7.71,1.46,6.27,14.89,13.52,14.49,136.99
sz002244,滨江集团,10.82,0.88,1.89,23.79,11.21,11.04,136.9
sz000598,兴蓉环境,13.43,1.3,1.7,7.81,10.16,9.9,136.77
sh600884,杉杉股份,13.65,1.19,0.49,7.84,9.74,8.13,136.64
sz002099,海翔药业,17.91,2.67,1.18,12.81,8.75,8.01,136.63
sz000560,我爱我家,19.78,1.42,0.17,2.18,3.6,3.6,136.62
sz000902,新洋丰,15.57,2.1,1.91,4.1,16.18,12.6,136.58
sh600740,山西焦化,8.19,1.32,0,2.09,-1.11,9.4,136.14
sz002901,大博医疗,35.18,8.86,1.19,44.43,41.99,35.91,135.65
sz300630,普利制药,61.56,14.24,0.22,17.91,20.64,21.5,135.64
sz002920,德赛西威,45.29,3.38,1.22,34.57,37.38,35.95,135.63
sh600859,王府井,11.75,1.21,2.07,8.37,10.82,10.55,135.15
sh600039,四川路桥,9.61,0.94,1.34,9.48,11.41,9.86,135.03
sh600064,南京高科,8.33,1.2,0.92,8.52,9.66,9.75,134.97
sz002429,兆驰股份,28.82,1.52,0,20.08,8.71,6.69,134.9
sh603711,香飘飘,39.86,5.87,0.31,25.65,21.51,19.46,134.86
sz002511,中顺洁柔,31.22,3.92,0.97,11.8,8.35,11.72,134.82
sh600633,浙数文化,20.97,1.69,1.74,7.5,14.44,14.33,134.36
sz002118,紫鑫药业,689.39,3.13,0,15.09,4.38,6.26,134.22
sz002458,益生股份,18.28,7.02,0,10.8,-4.59,17.34,134.21
sz000951,中国重汽,13.08,2.09,3.41,10.83,11.47,13.67,133.68
sh600143,金发科技,20.15,1.31,2.03,16.6,7.11,6.81,133.67
sh600621,华鑫股份,198.32,2.14,1.75,9.79,8.82,7.32,133.67
sz002653,海思科,41.27,6.43,2.27,51.97,17.66,16.15,133.41
sh603708,家家悦,29.54,4.67,1.41,28.52,20.96,17.62,132.77
sh600787,中储股份,27.06,1.2,1.01,7.59,9.15,8.68,132.21
sh603605,珀莱雅,42.67,7.35,0.47,34.34,31.7,25.99,131.61
sh600803,新奥股份,9.91,1.5,0.94,10.04,16.61,13.93,131.42
sz300212,易华录,38.68,4.25,0.52,13.94,9.72,7.95,131.41
sz300618,寒锐钴业,33.01,7.24,1.46,22.76,29.4,41.02,131.19
sz300595,欧普康视,56.74,12.1,0.36,31.42,32.44,27.85,131.15
sz300166,东方国信,24.93,2.62,0,24.06,11.48,10.54,131.03
sh600717,天津港,25.42,0.81,1.89,11.03,6.6,5.44,130.97
sh600307,酒钢宏兴,13.08,1.24,0,5.72,-8.28,5.39,130.9
sh600260,凯乐科技,13.61,2.22,0.55,7.92,10.09,14.39,130.88
sz000831,五矿稀土,149.92,6.1,0,1.15,-2,2.43,130.36
sz002450,ST康得新,-17.6,0.73,1.9,16.55,16.65,11.22,130.31
sz002946,新乳业,0,0,0,19,19,19,130.19
sh600862,中航高科,35.16,3.32,0,4.14,6.98,4.32,130.11
sz300294,博雅生物,26.74,3.56,0.5,18.14,14.6,14.66,129.91
sh600483,福能股份,12.36,1.09,2.39,8.32,12.65,9.54,129.89
sz000807,云铝股份,-9.9,1.56,1.41,4.98,-3.95,-2.52,129.82
sz002368,太极股份,40.8,4.52,0.67,17.68,10.93,11.64,129.47
sh601330,绿色动力,41.56,4.18,0,9.29,8.76,10.63,129.24
sz002396,星网锐捷,22.18,3.52,0.68,16.17,13.37,14.66,129.02
sh600409,三友化工,9.63,1.15,4.4,11.79,12.72,16.3,129.02
sz000887,中鼎股份,12.28,1.48,2.84,11.96,18.1,15.61,128.8
sz300496,中科创达,72.56,8.2,0.25,23.69,19.92,10.04,128.38
sh600729,重庆百货,16.39,2.12,1.91,16.68,11.13,12.43,127.98
sh601127,小康股份,-65.18,2.47,1.78,14.02,13.27,11.93,127.75
sz300170,汉得信息,32.48,4.23,0.21,22,13.65,13.86,127.63
sz000688,国城矿业,31.11,5.28,0.89,13.22,20.45,17.67,127.49
sh600020,中原高速,12.94,1.1,2.97,10.4,9.09,6.39,127.2
sh603650,彤程新材,31.41,5.73,0,27.41,27.41,29.01,127.1
sh600804,鹏博士,37.24,1.83,1.86,6.44,11.16,9.91,127.06
sz000009,中国宝安,51.92,2.4,0.34,5.58,8.06,4.09,127.03
sh600597,光明乳业,36.28,2.29,1.55,11.28,10.5,10.03,126.73
sz002505,大康农业,-18.67,2.74,0,6.25,-2.37,-3.89,126.71
sz000600,建投能源,23.23,1.12,1.13,8.24,13.77,6.3,126.49
